,seqproduto,desccompleta,descreduzida,codrua,nropredio,nroapartamento,nrosala,especieendereco,indterreoaereo,qtdatual,statusendereco,tipespecie,nroempresa,nrocarga,coddepossepar,destino,tipentrega,pesototal,mcubtotal,nrobox,statuscarga,valorcarga,seqlote,qtdcontada,seqatividade,codtipatividade,nroquebra,mesano,peso,metragemcubica,qtdvolume,qtditem,indexclusao,grauprioridade,statusrf,statusatividade,tipseparacao,tiplote,pesototallote,mcubtotallote,qtdvolumelote,qtditemlote,seqordenacaoseparacao,seqpessoa,qtdembcarga,qtdembsolcarga,qtdembsepcarga,nropedvenda,embalagem,pesobruto,pesoliquido,altura,largura,profundidade,status
4368,38926,SC LIXO TOTE RL 63X80X4 C/15 50 L PRETO,SC LIXO TOTE 63X80 C,R13,21,1,201,M,T,122.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46558,1,5,5,0,UN,0.27899999999999997,0.27899999999999997,4.0,9.0,23.0,L
4369,33104,CONDICIONADOR SEDA 325 ML HIDRAT ANTI NOS,CONDICIONADOR SEDA 3,R13,65,1,203,M,T,117.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,39387,1,3,3,0,UN,0.369,0.318,21.0,6.0,5.0,L
4370,30550,SAPOLIO RADI CREM LV 300ML PG 250M CLASSICO,SAPOLIO RADIUM CREMO,R13,29,1,102,M,T,204.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46558,1,6,6,0,UN,0.424,0.25,15.0,4.2,4.5,L
4371,29711,CREME DENTAL CLOSE UP 70G TRIPLE AMER,CREME DENTAL CLOSE UP 70,R13,49,1,202,M,T,468.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46464,1,12,12,0,UN,0.75,0.7,17.0,3.5,3.5,L
4372,27870,INSET MAT INSET 360 ML 33% GRATIS MULT INSETICIDA,INSET MAT INSET 400M,R13,25,1,102,M,T,108.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46464,1,6,6,0,UN,0.361,0.267,24.1,5.7,5.7,L
4373,9474,SABAO BARRA YPE C/5 200GR NEUTRO,SB BR YPE NEUTRO,R13,9,1,202,M,T,222.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,79775,1,1,1,0,UN,1.0070000000000001,1.0,8.0,5.0,15.0,L
4374,7635,ESPONJA SCOTCH BRITE DUPLA FACE 1DP C/10,ESP SC B DUP FACE,R13,1,1,201,M,T,144.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,75395,1,2,2,0,UN,0.086,0.086,0.2,11.0,75.0,L
4375,1335,INSET BOA NOITE ESPIRAIS C/10 FORTE,INSET B NOITE ESPIRA,R13,104,1,202,M,T,360.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,39387,1,12,12,0,UN,0.105,0.105,2.0,11.0,11.0,L
4376,1335,INSET BOA NOITE ESPIRAIS C/10 FORTE,INSET B NOITE ESPIRA,R13,104,1,202,M,T,360.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46464,1,12,12,0,UN,0.105,0.105,2.0,11.0,11.0,L
4377,1149,CONDICIONADOR SEDA 325 ML SOS CERAMIDAS,COND SEDA CERAMIDAS,R13,71,1,203,M,T,37.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,39387,1,3,3,0,UN,0.369,0.318,21.0,6.0,5.0,L
4378,552,SABAO PO GIRANDO SOL DIA DIA 500GR AZUL,SB PO GSOL 500 AZ SC,R13,35,1,101,M,T,298.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,7,0,6571951,SE,0,,31.098,0.04586094,78,11,N,4,,A,FL,LF,31.098,0.04586094,78,11,184,46558,1,12,12,0,UN,0.57,0.5,21.0,14.5,4.0,L
4379,39835,"OLEO DE ALGODAO SOYA 14,5 KG",OLEO DE ALGODAO SOYA,R08,32,1,101,A,T,39.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,73377,1,1,1,0,UN,15.16,14.5,32.5,25.0,29.5,L
4380,31446,MACARRAO INST RENATA 85G CARNE,MACARRAO INST RENATA,R07,27,1,101,A,T,858.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,39387,50,1,1,0,CX,4.65,4.25,17.0,28.0,55.0,L
4381,31446,MACARRAO INST RENATA 85G CARNE,MACARRAO INST RENATA,R07,27,1,101,A,T,858.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,40728,50,2,2,0,CX,4.65,4.25,17.0,28.0,55.0,L
4382,31444,MACARRAO INST RENATA 85G GALINHA,MACARRAO INST RENATA,R08,59,1,101,A,T,2401.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,39387,50,1,1,0,CX,4.65,4.25,17.0,28.0,55.0,L
4383,28204,CATCHUP HELLMANNS 380G TRAD SQZ,CATCHUP HELLMANNS 38,R09,69,1,101,A,T,48.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,76366,24,1,1,0,CX,9.6,9.12,10.1,19.0,21.5,L
4384,25197,ERVILHA BONARE 200GR LT,ERVILHA BONARE 200GR,R06,55,1,101,A,T,1332.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,41110,24,1,1,0,CX,7.2,7.0,8.0,33.2,45.0,L
4385,24738,CATCHUP DAJUDA BISNAGA 190 GR PET,CATCHUP DAJUDA BISNA,R08,103,1,203,A,T,204.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,42376,12,4,4,0,CX,2.65,2.28,17.0,12.0,24.5,L
4386,19616,SACHE VINAGRE TINTO JR 200 X 4ML,VINAGRE JR 200 X 4ML,R09,31,1,202,A,T,31.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,73377,1,1,1,0,UN,1.0,0.8,1.0,16.7,21.7,L
4387,19252,"M BARBECUE JR 1,1KG BAG","M BARBEC JR 1,1KG",R10,78,1,203,A,T,125.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,73377,5,1,1,0,CX,5.8,5.5,15.0,19.0,23.7,L
4388,19249,SACHE CATCHUP JR C/182 8GR,CATCH JR C182 SCH,R10,82,1,201,A,T,32.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,73377,1,1,1,0,UN,1.88,1.7,12.2,15.0,18.7,L
4389,18754,MAIONESE SALADA 3KG BAG,MAION SALAD 3K BAG,R08,28,1,101,A,T,108.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,41110,6,1,1,0,CX,19.22,18.0,20.0,27.0,42.0,L
4390,11493,ACHOC NESCAU LIQ 200ML TP,BEB LACTEA NESCAU,R08,98,1,102,A,T,215.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,39387,27,1,1,0,CX,6.1,5.8,12.3,15.4,37.8,L
4391,5653,LEITE COND PIRACANJUBA 5KG BAG,LE COND PIRAC 5KG,R08,10,1,101,A,T,342.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,41110,2,8,8,0,CX,10.632,10.632,13.0,29.0,47.5,L
4392,4415,CAFE PILAO VACUO 250GR TRADICIONAL,CAFE PILAO 250GR,R07,61,1,201,A,T,220.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,46558,20,1,1,0,CX,5.513999999999999,5.513999999999999,16.5,19.0,41.0,L
4393,2676,FERM QMC ROYAL 100GR PT,FERM ROYAL PT 100GR,R06,43,1,101,A,T,4739.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,42376,72,2,2,0,CX,8.881,8.881,21.5,23.5,34.0,L
4394,2439,AVEIA FLOCOS 200GR QUAKER FINOS,AVEIA FL FIN QUAKER,R09,21,1,103,A,T,154.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,76366,28,1,1,0,CX,6.888,6.888,19.5,26.5,45.5,L
4395,2438,AVEIA FLOCOS 200GR QUAKER (MEDIA),AVEIA FL QUAKER 200G,R09,32,1,101,A,T,0.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,76366,28,1,1,0,CX,6.888,6.888,19.5,26.5,45.5,L
4396,2243,"TEMPERO COMP ROTA SOL 4,4KG C/PIM","TEMP R SOL C/ P 4,4",R09,81,1,102,A,T,22.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,36992,1,1,1,0,UN,4.902,4.902,18.7,16.7,16.7,L
4397,1827,CATCHUP DAJUDA 400GR,CAT DAJUDA 400GR,R09,8,1,102,A,T,48.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,42376,24,2,2,0,CX,10.640999999999998,10.640999999999998,37.8,21.3,20.0,L
4398,1826,SACHE CATCHUP DAJUDA C/192 7GR,CAT DAJUDA SCH 7GR,R06,38,1,101,A,T,10.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,35918,8,1,1,0,FD,12.873,12.873,43.0,30.0,24.0,L
4399,1702,SACHE MAIONESE DAJUDA C/192 7GR,MAION DAJUDA SCH 7GR,R06,44,1,101,A,T,173.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,35918,8,1,1,0,FD,8.9,8.9,43.0,30.0,24.0,L
4400,1598,CAFE MELITTA 500 GR TRADICIONAL,CAFE MELITTA 500 GR,R08,6,1,101,A,T,416.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,75395,20,1,1,0,CX,11.186,11.186,19.0,35.0,45.0,L
4401,903,MARGARINA COAMO C/SAL 80% LIP 15KG,MARG COAMO 15KG 80%,R08,37,1,101,A,T,15.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,35918,1,1,1,0,UN,15.530999999999999,15.530999999999999,30.5,30.0,28.6,L
4402,716,LEITE COND PIRACANJUBA 395G TP,LE COND PIRAC 395,R06,67,1,101,A,T,286.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,46558,27,1,1,0,CX,10.665,10.665,12.5,20.2,20.2,L
4403,716,LEITE COND PIRACANJUBA 395G TP,LE COND PIRAC 395,R06,67,1,101,A,T,286.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,75395,27,3,3,0,CX,10.665,10.665,12.5,20.2,20.2,L
4404,716,LEITE COND PIRACANJUBA 395G TP,LE COND PIRAC 395,R06,67,1,101,A,T,286.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,75995,27,1,1,0,CX,10.665,10.665,12.5,20.2,20.2,L
4405,714,CREME LEITE PIRACANJUBA 200G TP,CR LEITE PIRAC 200GR,R06,102,1,101,A,T,1944.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,46558,27,1,1,0,CX,5.74,5.74,9.0,19.5,19.5,L
4406,685,VINAGRE HEINIG ALCOOL 900ML,VINAGRE HEINIG ALCOO,R08,2,1,101,A,T,38.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,46558,12,1,1,0,CX,11.501,11.501,25.5,32.0,23.5,L
4407,407,CREME LEITE MISTO CULIN LECO 1KG TP,CREME LEITE LECO 1KG,R08,36,1,101,A,T,325.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,8,0,6571953,SE,0,,400.341,0.68656002,46,26,N,4,,A,AL,AG,400.341,0.68656002,46,26,185,75395,12,3,3,0,CX,12.610999999999999,12.610999999999999,17.0,20.0,39.6,L
4408,33264,FEIJAO RIO BELO PRETO 1KG,FEIJAO RIO BELO PRET,R10,30,1,101,A,T,447.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,35918,10,1,1,0,FD,10.0,10.0,17.0,58.0,38.0,L
4409,33264,FEIJAO RIO BELO PRETO 1KG,FEIJAO RIO BELO PRET,R10,30,1,101,A,T,447.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,71055,10,3,3,0,FD,10.0,10.0,17.0,58.0,38.0,L
4410,31784,SAL ZIZO REFINADO 1 KG,SAL ZIZO REFINADO 1K,B11,17,1,101,A,T,13122.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,46558,15,1,1,0,FD,16.05,15.0,8.5,15.0,22.5,L
4411,31784,SAL ZIZO REFINADO 1 KG,SAL ZIZO REFINADO 1K,B11,17,1,101,A,T,13122.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,79775,15,1,1,0,FD,16.05,15.0,8.5,15.0,22.5,L
4412,31145,FARINHA MANDIOCA DAMASIA 1KG,FARINHA MANDIOCA DAM,R11,3,1,101,A,T,89.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,68414,20,1,1,0,FD,20.6,20.0,20.0,40.0,48.0,L
4413,31145,FARINHA MANDIOCA DAMASIA 1KG,FARINHA MANDIOCA DAM,R11,3,1,101,A,T,89.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,79775,20,1,1,0,FD,20.6,20.0,20.0,40.0,48.0,L
4414,22557,MACARRAO TODESCHINI C/OVOS ESPAG 500GR,MAC TODES ESPAG,R10,66,1,101,A,T,541.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,36992,30,1,1,0,FD,15.19,15.0,16.5,28.0,48.0,L
4415,22557,MACARRAO TODESCHINI C/OVOS ESPAG 500GR,MAC TODES ESPAG,R10,66,1,101,A,T,541.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,71055,30,3,3,0,FD,15.19,15.0,16.5,28.0,48.0,L
4416,18556,FARINHA ROSCA CONFEPAN 5KG,FAR ROSCA CONFPAN KG,R11,8,1,101,A,T,80.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,71055,1,2,2,0,UN,5.0,5.0,5.0,15.0,15.0,L
4417,2520,FEIJAO CALDAO VERMELHO 1KG,FEIJ CALDAO VM 1KG,R10,14,1,101,A,T,650.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,35918,10,1,1,0,FD,10.154,10.0,25.0,17.0,40.0,L
4418,2519,FEIJAO CALDAO PRETO 1KG,FEIJAO CALDAO PRETO,R10,44,1,101,A,T,1040.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,46464,10,1,1,0,FD,10.177,10.0,14.0,25.0,40.0,L
4419,1523,ACUCAR CARAVELAS REF 1KG,ACUC CARAVELAS 1KG,R10,9,1,101,A,T,860.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,79775,10,1,1,0,FD,10.106,10.0,14.0,22.0,40.0,L
4420,1459,ARROZ PARBO 5KG MINUTINHO,ARROZ MINUT PARBO 5K,R10,24,1,101,A,T,192.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,79775,6,1,1,0,FD,30.21,30.0,18.0,35.0,55.0,L
4421,1316,FARINHA TRIGO TRES COROAS 5K,TRIGO TRES COROAS 5K,R10,26,1,101,A,T,159.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,75395,5,2,2,0,FD,25.599,25.599,29.0,22.0,70.0,L
4422,1315,FARINHA TRIGO R BRANCA 1KG,TRIGO R BRANCA 1K,R10,39,1,101,A,T,150.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,46558,10,1,1,0,FD,10.212,10.0,18.0,26.0,36.0,L
4423,1306,ARROZ BRANCO 1KG KIARROZ,ARROZ KIARROZ BCO 1K,R10,22,1,101,A,T,1173.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,46558,10,1,1,0,FD,10.11,10.11,18.0,32.0,58.0,L
4424,1306,ARROZ BRANCO 1KG KIARROZ,ARROZ KIARROZ BCO 1K,R10,22,1,101,A,T,1173.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,75995,10,1,1,0,FD,10.11,10.11,18.0,32.0,58.0,L
4425,920,FARINHA TRIGO NITA 1KG,FAR TRIGO NITA 1KG,R10,38,1,101,A,T,333.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,9,0,6571955,SE,0,,336.627,0.5887655,24,13,N,4,,A,FA,BF,336.627,0.5887655,24,13,186,46464,10,1,1,0,FD,10.29,10.0,16.0,21.5,42.0,L
4426,41158,NAFTALINA GOTA LIMPA C/15,NAFTALINA GOTA LIMPA,R03,42,1,201,A,T,0.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,42376,30,2,2,0,CX,1.2,0.9,5.0,19.0,24.0,L
4427,40580,SAPOLIO RADIUM CREMOSO 250ML LAVANDA,SAPOLIO RADIUM CREMO,R01,32,1,101,A,T,1036.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,42376,12,1,1,0,CX,3.3,3.0,22.3,42.0,69.0,L
4428,40579,SAPOLIO RADIUM CREMOSO 250ML CLASSICO,SAPOLIO RADIUM CREMO,R01,36,1,101,A,T,428.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,73239,12,2,2,0,CX,3.3,3.0,22.3,42.0,69.0,L
4429,39647,SABAO PO OMO 800G LAVAGEM PERFEIT,SABAO PO OMO 800G LA,R01,70,1,101,A,T,200.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,73239,20,1,1,0,CX,16.2,16.0,17.0,29.0,48.0,L
4430,38290,SC LIXO TOTE 63X80X8 C/100 50L PRETO,SC LIXO TOTE 63X80X8,R03,7,1,203,A,T,14.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,36992,1,1,1,0,FD,2.33,2.33,8.0,6.3,0.8,L
4431,24677,"ALCOOL FLOPS 92,8 1L","ALCOOL FLOPS 92,8 1L",R01,77,1,101,A,T,228.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,46464,12,1,1,0,CX,11.335,10.614,25.7,26.0,34.3,L
4432,24677,"ALCOOL FLOPS 92,8 1L","ALCOOL FLOPS 92,8 1L",R01,77,1,101,A,T,228.0,O,P,1,193200,1,TUBARAO/CAPIVARI DE BAIXO,E,2183,6.66394977,39,S,14909.09,10,0,6571957,SE,0,,249.948,0.59661291,25,16,N,4,,A,LI,LG,249.948,0.59661291,25,16,187,46558,12,1,1,0,CX,11.335,10.614,25.7,26.0,34.3,L
